"IncidntNum","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Address","X","Y","Location","PdId","gen_cat","datetime","hour"
146229405,"Larceny/theft","Petty theft of property","Friday","10/31/2014","23:45:00","Northern","None","1200 Block of POLK ST",-122.420326993863,37.7884521578132,"(37.7884521578132, -122.420326993863)",7.22469254537881e-311,"Theft","2014-10-31 23:45:00",23
146237345,"Larceny/theft","Petty theft of property","Friday","10/31/2014","23:40:00","Mission","None","3100 Block of 16TH ST",-122.423637302048,37.7648666651043,"(37.7648666651043, -122.423637302048)",7.2250848335016e-311,"Theft","2014-10-31 23:40:00",23
146230684,"Larceny/theft","Grand theft from unlocked auto","Friday","10/31/2014","23:30:00","Ingleside","None","0 Block of AGNON AV",-122.422435984632,37.7347566471278,"(37.7347566471278, -122.422435984632)",7.22475573630179e-311,"Theft","2014-10-31 23:30:00",23
140943233,"Robbery","Robbery, bodily force","Friday","10/31/2014","23:30:00","Central","None","PINE ST / GRANT AV",-122.405744762009,37.7914980828425,"(37.7914980828425, -122.405744762009)",6.96352094542859e-311,"Theft","2014-10-31 23:30:00",23
146233531,"Larceny/theft","Grand theft of property","Friday","10/31/2014","23:28:00","Southern","None","HARRISON ST / 3RD ST",-122.397388784826,37.7825543452426,"(37.7825543452426, -122.397388784826)",7.22489639686527e-311,"Theft","2014-10-31 23:28:00",23
140924346,"Robbery","Robbery on the street with a gun","Friday","10/31/2014","23:15:00","Ingleside","None","100 Block of 29TH ST",-122.423548877173,37.74394400245,"(37.74394400245, -122.423548877173)",6.96258780361216e-311,"Theft","2014-10-31 23:15:00",23
140924380,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","23:15:00","Ingleside","None","3300 Block of MISSION ST",-122.422141862352,37.7422279842217,"(37.7422279842217, -122.422141862352)",6.96258948503218e-311,"Theft","2014-10-31 23:15:00",23
146227835,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","23:05:00","Bayview","None","23RD ST / TENNESSEE ST",-122.389002481424,37.7553298817586,"(37.7553298817586, -122.389002481424)",7.22461497700917e-311,"Theft","2014-10-31 23:05:00",23
146228043,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","23:00:00","Southern","None","9TH ST / RINGOLD ST",-122.411075138748,37.7733316677301,"(37.7733316677301, -122.411075138748)",7.2246252535746e-311,"Theft","2014-10-31 23:00:00",23
140925601,"Larceny/theft","Lost property, petty theft","Friday","10/31/2014","23:00:00","Northern","None","POST ST / VANNESS AV",-122.421572274151,37.7866181600998,"(37.7866181600998, -122.421572274151)",6.96264982074732e-311,"Theft","2014-10-31 23:00:00",23
140934975,"Larceny/theft","Grand theft from person","Friday","10/31/2014","23:00:00","Mission","None","3400 Block of 19TH ST",-122.421047623733,37.7601791935819,"(37.7601791935819, -122.421047623733)",6.96311294753899e-311,"Theft","2014-10-31 23:00:00",23
140925504,"Vehicle theft","Stolen automobile","Friday","10/31/2014","23:00:00","Southern","None","DEHARO ST / BERRY ST",-122.401966042337,37.7687048635258,"(37.7687048635258, -122.401966042337)",6.96264501839515e-311,"Theft","2014-10-31 23:00:00",23
140924829,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","22:45:00","Southern","None","MABINI ST / FOLSOM ST",-122.400377994049,37.7826462926371,"(37.7826462926371, -122.400377994049)",6.96261166858017e-311,"Theft","2014-10-31 22:45:00",22
140925388,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","22:30:00","Bayview","None","100 Block of SOMERSET ST",-122.408725674898,37.7296084227222,"(37.7296084227222, -122.408725674898)",6.96263928684928e-311,"Theft","2014-10-31 22:30:00",22
146228087,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","22:30:00","Southern","None","1000 Block of MISSION ST",-122.409795194505,37.7800356268394,"(37.7800356268394, -122.409795194505)",7.22462742746344e-311,"Theft","2014-10-31 22:30:00",22
140926897,"Burglary","Burglary of apartment house, unlawful entry","Friday","10/31/2014","22:30:00","Ingleside","None","3200 Block of MISSION ST",-122.420526309078,37.7447254713657,"(37.7447254713657, -122.420526309078)",6.96271384074753e-311,"Theft","2014-10-31 22:30:00",22
146237317,"Larceny/theft","Petty theft of property","Friday","10/31/2014","22:30:00","Mission","None","16TH ST / MISSION ST",-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",7.2250834501178e-311,"Theft","2014-10-31 22:30:00",22
146238105,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","22:30:00","Southern","None","7TH ST / NATOMA ST",-122.409939286664,37.7784153777349,"(37.7784153777349, -122.409939286664)",7.22512238242745e-311,"Theft","2014-10-31 22:30:00",22
140925106,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","22:30:00","Northern","None","1300 Block of POST ST",-122.424041139173,37.7862431445598,"(37.7862431445598, -122.424041139173)",6.96262535419806e-311,"Theft","2014-10-31 22:30:00",22
140928934,"Larceny/theft","Petty theft from a building","Friday","10/31/2014","22:30:00","Southern","None","500 Block of 4TH ST",-122.39784956123,37.7793117074346,"(37.7793117074346, -122.39784956123)",6.96281448255694e-311,"Theft","2014-10-31 22:30:00",22
140924960,"Burglary","Burglary of apartment house, unlawful entry","Friday","10/31/2014","22:30:00","Mission","None","100 Block of BARTLETT ST",-122.419711251166,37.7545565620279,"(37.7545565620279, -122.419711251166)",6.96261814023193e-311,"Theft","2014-10-31 22:30:00",22
146229524,"Larceny/theft","Petty theft of property","Friday","10/31/2014","22:20:00","Northern","None","2100 Block of CHESTNUT ST",-122.438701348232,37.8004498859761,"(37.8004498859761, -122.438701348232)",7.22469842475999e-311,"Theft","2014-10-31 22:20:00",22
146228071,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","22:15:00","Southern","None","200 Block of 10TH ST",-122.413532099084,37.7734546807932,"(37.7734546807932, -122.413532099084)",7.22462663695841e-311,"Theft","2014-10-31 22:15:00",22
140962788,"Vehicle theft","Stolen automobile","Friday","10/31/2014","22:00:00","Richmond","None","26TH AV / FULTON ST",-122.485262988324,37.7725176473142,"(37.7725176473142, -122.485262988324)",6.96448709274911e-311,"Theft","2014-10-31 22:00:00",22
140940790,"Robbery","Robbery, bodily force","Friday","10/31/2014","22:00:00","Mission","None","3000 Block of 16TH ST",-122.421662616877,37.7648758178404,"(37.7648758178404, -122.421662616877)",6.96340024519131e-311,"Theft","2014-10-31 22:00:00",22
146230430,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","22:00:00","Bayview","None","400 Block of 23RD ST",-122.384999937293,37.7555197453475,"(37.7555197453475, -122.384999937293)",7.22474318704427e-311,"Theft","2014-10-31 22:00:00",22
146228065,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","22:00:00","Southern","None","HARRISON ST / 5TH ST",-122.401846367522,37.7790324136251,"(37.7790324136251, -122.401846367522)",7.22462634051902e-311,"Theft","2014-10-31 22:00:00",22
140926063,"Vehicle theft","Stolen automobile","Friday","10/31/2014","22:00:00","Mission","None","18TH ST / FOLSOM ST",-122.415000536786,37.7620990020681,"(37.7620990020681, -122.415000536786)",6.96267263666475e-311,"Theft","2014-10-31 22:00:00",22
146228463,"Larceny/theft","Petty theft of property","Friday","10/31/2014","22:00:00","Southern","None","FOLSOM ST / RAUSCH ST",-122.408848122308,37.7759525921489,"(37.7759525921489, -122.408848122308)",7.22464600439497e-311,"Theft","2014-10-31 22:00:00",22
140931664,"Larceny/theft","Petty theft from a building","Friday","10/31/2014","21:35:00","Southern","None","1500 Block of MARKET ST",-122.419666717917,37.7746823329875,"(37.7746823329875, -122.419666717917)",6.96294936247825e-311,"Theft","2014-10-31 21:35:00",21
140926643,"Vehicle theft","Stolen automobile","Friday","10/31/2014","21:30:00","Bayview","None","25TH ST / KANSAS ST",-122.402315844375,37.7519622803065,"(37.7519622803065, -122.402315844375)",6.96270129247221e-311,"Theft","2014-10-31 21:30:00",21
146228190,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","21:26:00","Southern","None","HOWARD ST / 8TH ST",-122.411609760643,37.7762209908405,"(37.7762209908405, -122.411609760643)",7.2246325163396e-311,"Theft","2014-10-31 21:26:00",21
146262104,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","21:21:00","Northern","None","1200 Block of GEARY BL",-122.423864780988,37.7854370373296,"(37.7854370373296, -122.423864780988)",7.2263080905709e-311,"Theft","2014-10-31 21:21:00",21
140925093,"Larceny/theft","Petty theft shoplifting","Friday","10/31/2014","21:20:00","Mission","Arrest, booked","2000 Block of MARKET ST",-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",6.96262471197102e-311,"Theft","2014-10-31 21:20:00",21
140929045,"Vehicle theft","Stolen automobile","Friday","10/31/2014","21:00:00","Southern","None","STILLMAN ST / 2ND ST",-122.394152747236,37.7835046149776,"(37.7835046149776, -122.394152747236)",6.96281996704034e-311,"Theft","2014-10-31 21:00:00",21
146228435,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","21:00:00","Central","None","1100 Block of JACKSON ST",-122.414033436394,37.795145203449,"(37.795145203449, -122.414033436394)",7.22464462094792e-311,"Theft","2014-10-31 21:00:00",21
140925140,"Vehicle theft","Stolen automobile","Friday","10/31/2014","21:00:00","Ingleside","None","300 Block of 29TH ST",-122.427792484689,37.7435764123767,"(37.7435764123767, -122.427792484689)",6.96262703440564e-311,"Theft","2014-10-31 21:00:00",21
140928489,"Larceny/theft","Grand theft pursesnatch","Friday","10/31/2014","21:00:00","Bayview","None","3RD ST / NEWCOMB AV",-122.390416955474,37.7355926105862,"(37.7355926105862, -122.390416955474)",6.96279249655121e-311,"Theft","2014-10-31 21:00:00",21
146231450,"Larceny/theft","Petty theft of property","Friday","10/31/2014","21:00:00","Mission","None","0 Block of DEARBORN ST",-122.423094962345,37.7627059498635,"(37.7627059498635, -122.423094962345)",7.22479358180338e-311,"Theft","2014-10-31 21:00:00",21
140926041,"Vehicle theft","Stolen truck","Friday","10/31/2014","20:45:00","Mission","None","1300 Block of SOUTH VAN NESS AV",-122.416116085651,37.7515608619924,"(37.7515608619924, -122.416116085651)",6.96267154972231e-311,"Theft","2014-10-31 20:45:00",20
140924017,"Larceny/theft","Petty theft shoplifting","Friday","10/31/2014","20:31:00","Tenderloin","None","0 Block of STOCKTON ST",-122.406351834294,37.7860311576362,"(37.7860311576362, -122.406351834294)",6.96257155050803e-311,"Theft","2014-10-31 20:31:00",20
146228297,"Larceny/theft","Petty theft of property","Friday","10/31/2014","20:30:00","Richmond","None","0 Block of CABRILLO ST",-122.459032478991,37.775537111715,"(37.775537111715, -122.459032478991)",7.22463780290525e-311,"Theft","2014-10-31 20:30:00",20
140925435,"Larceny/theft","Petty theft bicycle","Friday","10/31/2014","20:30:00","Central","None","0 Block of DRUMM ST",-122.396421943768,37.7941447423704,"(37.7941447423704, -122.396421943768)",6.9626416089924e-311,"Theft","2014-10-31 20:30:00",20
140925479,"Vehicle theft","Stolen automobile","Friday","10/31/2014","20:30:00","Richmond","None","500 Block of 42ND AV",-122.502944347211,37.7782751353101,"(37.7782751353101, -122.502944347211)",6.96264378323104e-311,"Theft","2014-10-31 20:30:00",20
146241879,"Larceny/theft","Grand theft of property","Friday","10/31/2014","20:30:00","Southern","None","0 Block of SUMNER ST",-122.410447258669,37.7763230906676,"(37.7763230906676, -122.410447258669)",7.22530884286642e-311,"Theft","2014-10-31 20:30:00",20
146228059,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","20:30:00","Southern","None","FOLSOM ST / 13TH ST",-122.415577809808,37.7695914543814,"(37.7695914543814, -122.415577809808)",7.22462604407964e-311,"Theft","2014-10-31 20:30:00",20
140924001,"Larceny/theft","Petty theft from a building","Friday","10/31/2014","20:25:00","Tenderloin","None","0 Block of STOCKTON ST",-122.406351834294,37.7860311576362,"(37.7860311576362, -122.406351834294)",6.96257075997335e-311,"Theft","2014-10-31 20:25:00",20
146227813,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","20:10:00","Richmond","None","GEARY BL / PARKPRESIDIO BL",-122.472311439611,37.7806545051192,"(37.7806545051192, -122.472311439611)",7.22461389006475e-311,"Theft","2014-10-31 20:10:00",20
146228093,"Larceny/theft","Petty theft of property","Friday","10/31/2014","20:04:00","Southern","None","800 Block of BRYANT ST",-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",7.22462772396607e-311,"Theft","2014-10-31 20:04:00",20
146228093,"Stolen property","Receiving stolen property","Friday","10/31/2014","20:04:00","Southern","None","800 Block of BRYANT ST",-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",7.22462772625755e-311,"Theft","2014-10-31 20:04:00",20
146228093,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","20:04:00","Southern","None","800 Block of BRYANT ST",-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",7.22462772390283e-311,"Theft","2014-10-31 20:04:00",20
140944924,"Vehicle theft","Stolen automobile","Friday","10/31/2014","20:00:00","Ingleside","None","100 Block of BOCANA ST",-122.417370118536,37.7410654526209,"(37.7410654526209, -122.417370118536)",6.96360449387938e-311,"Theft","2014-10-31 20:00:00",20
146235907,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","20:00:00","Southern","None","1600 Block of FOLSOM ST",-122.415414174097,37.7702618437853,"(37.7702618437853, -122.415414174097)",7.22501378679849e-311,"Theft","2014-10-31 20:00:00",20
140923893,"Burglary","Burglary of store, unlawful entry","Friday","10/31/2014","19:35:00","Central","Arrest, booked","300 Block of GRANT AV",-122.405519715753,37.7898606192523,"(37.7898606192523, -122.405519715753)",6.96256542344729e-311,"Theft","2014-10-31 19:35:00",19
140925786,"Larceny/theft","Petty theft from unlocked auto","Friday","10/31/2014","19:30:00","Northern","None","2400 Block of UNION ST",-122.43960536561,37.7965097065152,"(37.7965097065152, -122.43960536561)",6.9626589506521e-311,"Theft","2014-10-31 19:30:00",19
140925786,"Burglary","Burglary, unlawful entry","Friday","10/31/2014","19:30:00","Northern","None","2400 Block of UNION ST",-122.43960536561,37.7965097065152,"(37.7965097065152, -122.43960536561)",6.96265895008393e-311,"Theft","2014-10-31 19:30:00",19
140928116,"Fraud","Credit card, theft by use of","Friday","10/31/2014","19:30:00","Southern","None","600 Block of HOWARD ST",-122.39998852115,37.7854873412292,"(37.7854873412292, -122.39998852115)",6.9627740694777e-311,"Theft","2014-10-31 19:30:00",19
140923912,"Larceny/theft","Petty theft of property","Friday","10/31/2014","19:30:00","Southern","None","KING ST / 4TH ST",-122.394102624525,37.7763827130285,"(37.7763827130285, -122.394102624525)",6.96256636282319e-311,"Theft","2014-10-31 19:30:00",19
146228231,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","19:30:00","Richmond","None","GEARY BL / 23RD AV",-122.482591965523,37.7801881443222,"(37.7801881443222, -122.482591965523)",7.22463454200874e-311,"Theft","2014-10-31 19:30:00",19
140924700,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","19:30:00","Northern","None","1300 Block of WEBSTER ST",-122.431046366089,37.7830295716044,"(37.7830295716044, -122.431046366089)",6.96260529513334e-311,"Theft","2014-10-31 19:30:00",19
146228021,"Larceny/theft","Grand theft from unlocked auto","Friday","10/31/2014","19:15:00","Southern","None","FOLSOM ST / 8TH ST",-122.410065781604,37.7749906792593,"(37.7749906792593, -122.410065781604)",7.2246241666203e-311,"Theft","2014-10-31 19:15:00",19
146228021,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","19:15:00","Southern","None","FOLSOM ST / 8TH ST",-122.410065781604,37.7749906792593,"(37.7749906792593, -122.410065781604)",7.22462416663018e-311,"Theft","2014-10-31 19:15:00",19
140923702,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","19:05:00","Mission","Arrest, booked","FOLSOM ST / 17TH ST",-122.415155941054,37.7636979308883,"(37.7636979308883, -122.415155941054)",6.96255598738089e-311,"Theft","2014-10-31 19:05:00",19
146228134,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","19:00:00","Northern","None","POLK ST / CHESTNUT ST",-122.423090882965,37.8024897590924,"(37.8024897590924, -122.423090882965)",7.22462974957198e-311,"Theft","2014-10-31 19:00:00",19
140925770,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","19:00:00","Taraval","None","RANDOLPH ST / CHESTER AV",-122.470460335079,37.7142777029657,"(37.7142777029657, -122.470460335079)",6.96265816015645e-311,"Theft","2014-10-31 19:00:00",19
146228106,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","19:00:00","Northern","None","1600 Block of POST ST",-122.428969462908,37.7856179045546,"(37.7856179045546, -122.428969462908)",7.22462836618817e-311,"Theft","2014-10-31 19:00:00",19
146237301,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","19:00:00","Mission","None","LIBERTY ST / DOLORES ST",-122.425692271399,37.7574308315669,"(37.7574308315669, -122.425692271399)",7.22508265954952e-311,"Theft","2014-10-31 19:00:00",19
140924120,"Larceny/theft","Petty theft of property","Friday","10/31/2014","19:00:00","Taraval","None","2500 Block of 17TH AV",-122.473425443867,37.7403298593537,"(37.7403298593537, -122.473425443867)",6.96257663938961e-311,"Theft","2014-10-31 19:00:00",19
140923699,"Robbery","Robbery, bodily force","Friday","10/31/2014","18:55:00","Mission","Arrest, booked","DOLORES ST / 16TH ST",-122.426384450806,37.764643937262,"(37.764643937262, -122.426384450806)",6.962555837596e-311,"Theft","2014-10-31 18:55:00",18
140923752,"Robbery","Robbery of a commercial establishment with a gun","Friday","10/31/2014","18:50:00","Park","None","900 Block of COLE ST",-122.44993043299,37.7653155983973,"(37.7653155983973, -122.44993043299)",6.96255845611774e-311,"Theft","2014-10-31 18:50:00",18
146228156,"Larceny/theft","Petty theft of property","Friday","10/31/2014","18:10:00","Northern","None","0 Block of PAGE ST",-122.421572563496,37.7741354532801,"(37.7741354532801, -122.421572563496)",7.22463083657964e-311,"Theft","2014-10-31 18:10:00",18
140933507,"Larceny/theft","Grand theft from a building","Friday","10/31/2014","18:00:00","Northern","None","3500 Block of DIVISADERO ST",-122.443251980315,37.8023239712667,"(37.8023239712667, -122.443251980315)",6.96304041877727e-311,"Theft","2014-10-31 18:00:00",18
140923906,"Larceny/theft","Grand theft bicycle","Friday","10/31/2014","18:00:00","Northern","None","0 Block of PAGE ST",-122.420496143745,37.7742723004159,"(37.7742723004159, -122.420496143745)",6.96256606635564e-311,"Theft","2014-10-31 18:00:00",18
140923633,"Burglary","Burglary of residence, unlawful entry","Friday","10/31/2014","18:00:00","Ingleside","None","400 Block of SUNRISE WY",-122.417084499054,37.7099524830823,"(37.7099524830823, -122.417084499054)",6.96255257773555e-311,"Theft","2014-10-31 18:00:00",18
140925582,"Burglary","Burglary,residence under constrt, forcible entry","Friday","10/31/2014","18:00:00","Park","None","0 Block of PANORAMA DR",-122.450703453728,37.7468282852919,"(37.7468282852919, -122.450703453728)",6.96264887117835e-311,"Theft","2014-10-31 18:00:00",18
146237373,"Larceny/theft","Grand theft from unlocked auto","Friday","10/31/2014","18:00:00","Mission","None","TREAT AV / 17TH ST",-122.413591695561,37.7638222259421,"(37.7638222259421, -122.413591695561)",7.22508621681229e-311,"Theft","2014-10-31 18:00:00",18
140923508,"Robbery","Robbery of a commercial establishment with a gun","Friday","10/31/2014","17:57:00","Richmond","None","300 Block of 32ND AV",-122.49248913097,37.7822906641847,"(37.7822906641847, -122.49248913097)",6.96254640091598e-311,"Theft","2014-10-31 17:57:00",17
140924114,"Larceny/theft","Petty theft from unlocked auto","Friday","10/31/2014","17:30:00","Mission","None","500 Block of POTRERO AV",-122.407373403663,37.7625427442328,"(37.7625427442328, -122.407373403663)",6.96257634287612e-311,"Theft","2014-10-31 17:30:00",17
140923326,"Robbery","Shoplifting, force against agent","Friday","10/31/2014","17:06:00","Mission","Arrest, booked","1800 Block of FOLSOM ST",-122.415605496237,37.7677177520665,"(37.7677177520665, -122.415605496237)",6.96253740910897e-311,"Theft","2014-10-31 17:06:00",17
140923348,"Robbery","Attempted robbery comm. establishment with a gun","Friday","10/31/2014","17:03:00","Park","Arrest, booked","2200 Block of GEARY BL",-122.440341074545,37.7833242481047,"(37.7833242481047, -122.440341074545)",6.96253849606327e-311,"Theft","2014-10-31 17:03:00",17
140934470,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","17:00:00","Tenderloin","None","500 Block of EDDY ST",-122.416732163096,37.783465567448,"(37.783465567448, -122.416732163096)",6.96308799726834e-311,"Theft","2014-10-31 17:00:00",17
140924647,"Vehicle theft","Stolen automobile","Friday","10/31/2014","17:00:00","Park","None","200 Block of NOE ST",-122.433206040833,37.7646229857016,"(37.7646229857016, -122.433206040833)",6.9626026769693e-311,"Theft","2014-10-31 17:00:00",17
140927221,"Vehicle theft","Stolen automobile","Friday","10/31/2014","17:00:00","Ingleside","None","ONONDAGA AV / OCEAN AV",-122.442552453591,37.7231689242037,"(37.7231689242037, -122.442552453591)",6.96272984946654e-311,"Theft","2014-10-31 17:00:00",17
140923310,"Robbery","Robbery, bodily force","Friday","10/31/2014","16:46:00","Southern","None","MISSION ST / 4TH ST",-122.404270179486,37.7844788538745,"(37.7844788538745, -122.404270179486)",6.96253661844238e-311,"Theft","2014-10-31 16:46:00",16
140923310,"Larceny/theft","Grand theft from person","Friday","10/31/2014","16:46:00","Southern","None","MISSION ST / 4TH ST",-122.404270179486,37.7844788538745,"(37.7844788538745, -122.404270179486)",6.96253661996361e-311,"Theft","2014-10-31 16:46:00",16
140923627,"Larceny/theft","Grand theft pickpocket","Friday","10/31/2014","16:45:00","Tenderloin","None","GEARY ST / POWELL ST",-122.408231026261,37.787359494956,"(37.787359494956, -122.408231026261)",6.96255228182432e-311,"Theft","2014-10-31 16:45:00",16
140923627,"Fraud","Credit card, theft by use of","Friday","10/31/2014","16:45:00","Tenderloin","None","GEARY ST / POWELL ST",-122.408231026261,37.787359494956,"(37.787359494956, -122.408231026261)",6.96255228340928e-311,"Theft","2014-10-31 16:45:00",16
146230612,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","16:45:00","Ingleside","None","STAPLES AV / GENNESEE ST",-122.451131547471,37.7290622094996,"(37.7290622094996, -122.451131547471)",7.22475217903902e-311,"Theft","2014-10-31 16:45:00",16
146228128,"Larceny/theft","Grand theft from unlocked auto","Friday","10/31/2014","16:30:00","Northern","None","LAGUNA ST / GROVE ST",-122.426455452526,37.777388494941,"(37.777388494941, -122.426455452526)",7.22462945312271e-311,"Theft","2014-10-31 16:30:00",16
140926455,"Vehicle theft","Stolen automobile","Friday","10/31/2014","16:30:00","Taraval","None","20TH AV / LAWTON ST",-122.477807690807,37.7579192829428,"(37.7579192829428, -122.477807690807)",6.96269200403807e-311,"Theft","2014-10-31 16:30:00",16
140925877,"Vehicle theft","Stolen truck","Friday","10/31/2014","16:30:00","Northern","None","300 Block of HERMANN ST",-122.4309001753,37.7700827275986,"(37.7700827275986, -122.4309001753)",6.96266344704572e-311,"Theft","2014-10-31 16:30:00",16
140923843,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","16:10:00","Central","None","FRANCISCO ST / MASON ST",-122.413433201999,37.8046850499582,"(37.8046850499582, -122.413433201999)",6.96256295370699e-311,"Theft","2014-10-31 16:10:00",16
140923956,"Vehicle theft","Stolen automobile","Friday","10/31/2014","16:00:00","Tenderloin","None","GOLDEN GATE AV / JONES ST",-122.412224164736,37.7820729312029,"(37.7820729312029, -122.412224164736)",6.96256853703318e-311,"Theft","2014-10-31 16:00:00",16
140926091,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","16:00:00","Central","None","400 Block of KEARNY ST",-122.404389314967,37.7921647064742,"(37.7921647064742, -122.404389314967)",6.96267401966369e-311,"Theft","2014-10-31 16:00:00",16
146227625,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","16:00:00","Northern","None","1900 Block of SUTTER ST",-122.432723568262,37.7860994062773,"(37.7860994062773, -122.432723568262)",7.22460460163061e-311,"Theft","2014-10-31 16:00:00",16
140928291,"Vehicle theft","Stolen automobile","Friday","10/31/2014","15:30:00","Mission","None","21ST ST / SHOTWELL ST",-122.415629332446,37.757232227914,"(37.757232227914, -122.415629332446)",6.96278271449065e-311,"Theft","2014-10-31 15:30:00",15
150104986,"Larceny/theft","Petty theft of property","Friday","10/31/2014","15:30:00","Bayview","None","1200 Block of THOMAS AV",-122.38472402721,37.7267568878388,"(37.7267568878388, -122.38472402721)",7.41617168835681e-311,"Theft","2014-10-31 15:30:00",15
146227998,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","15:15:00","Taraval","None","0 Block of SAINT FRANCIS BL",-122.471013306253,37.7348332492305,"(37.7348332492305, -122.471013306253)",7.2246230302792e-311,"Theft","2014-10-31 15:15:00",15
140926364,"Vehicle theft","Stolen automobile","Friday","10/31/2014","15:00:00","Ingleside","None","COLERIDGE ST / CORTLAND AV",-122.421744604952,37.7405796744409,"(37.7405796744409, -122.421744604952)",6.96268750804069e-311,"Theft","2014-10-31 15:00:00",15
141036095,"Burglary","Burglary of residence, unlawful entry","Friday","10/31/2014","14:30:00","Central","None","0 Block of CALHOUN TR",-122.403510612202,37.8009704319333,"(37.8009704319333, -122.403510612202)",6.96810893880181e-311,"Theft","2014-10-31 14:30:00",14
146230123,"Larceny/theft","Grand theft of property","Friday","10/31/2014","14:00:00","Northern","None","WEBSTER ST / GEARY BL",-122.431206932079,37.7845681170336,"(37.7845681170336, -122.431206932079)",7.22472801929317e-311,"Theft","2014-10-31 14:00:00",14
140923047,"Robbery","Attempted robbery comm. estab. with bodily force","Friday","10/31/2014","14:00:00","Central","None","600 Block of KEARNY ST",-122.404593754303,37.7938023834638,"(37.7938023834638, -122.404593754303)",6.96252362468881e-311,"Theft","2014-10-31 14:00:00",14
140923047,"Robbery","Robbery of a commercial establishment, strongarm","Friday","10/31/2014","14:00:00","Central","None","600 Block of KEARNY ST",-122.404593754303,37.7938023834638,"(37.7938023834638, -122.404593754303)",6.96252362449119e-311,"Theft","2014-10-31 14:00:00",14
140938002,"Fraud","False pretenses, petty theft","Friday","10/31/2014","14:00:00","Central","None","700 Block of POST ST",-122.41417943719,37.787502483207,"(37.787502483207, -122.41417943719)",6.96326250317043e-311,"Theft","2014-10-31 14:00:00",14
140934759,"Burglary","Burglary of flat, unlawful entry","Friday","10/31/2014","14:00:00","Park","None","1900 Block of FELL ST",-122.44999176585,37.7725254861887,"(37.7725254861887, -122.44999176585)",6.96310227516324e-311,"Theft","2014-10-31 14:00:00",14
140923417,"Vehicle theft","Stolen automobile","Friday","10/31/2014","14:00:00","Ingleside","Unfounded","29TH ST / NOE ST",-122.431099443676,37.7434318818796,"(37.7434318818796, -122.431099443676)",6.96254190689487e-311,"Theft","2014-10-31 14:00:00",14
146227948,"Larceny/theft","Petty theft of property","Friday","10/31/2014","14:00:00","Southern","None","MARKET ST / 5TH ST",-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)",7.22462056001421e-311,"Theft","2014-10-31 14:00:00",14
140923207,"Larceny/theft","Petty theft from locked auto","Friday","10/31/2014","14:00:00","Northern","None","1300 Block of WEBSTER ST",-122.431046366089,37.7830295716044,"(37.7830295716044, -122.431046366089)",6.96253153113192e-311,"Theft","2014-10-31 14:00:00",14
146229950,"Larceny/theft","Grand theft from locked auto","Friday","10/31/2014","14:00:00","Richmond","None","PARKPRESIDIO BL / CLEMENT ST",-122.472452504731,37.7825777534145,"(37.7825777534145, -122.472452504731)",7.22471947189326e-311,"Theft","2014-10-31 14:00:00",14
